日期,阶段,部门,具体任务,工时,项目编码,项目名称,labor_efficiency,收益（元）,采购成本（元）,盈利（元）,谈判状态
08/19-08/25,,IT部,新项目与客户开会，对接需求,3.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,100.0,,,0.0,
08/19-08/25,,机电部,算量图纸,14.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,57.14285714285714,,,0.0,
08/19-08/25,,预算部,平面图纸概算阶段（3h),3.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,383.33333333333337,,,0.0,
08/26-09/01,,IT部,沟通需求，绘制图纸并发出。,8.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,37.5,,,0.0,
08/26-09/01,,机电部,给排水专业施工图绘制,20.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,40.0,,,0.0,
09/02-09/08,2. 设计阶段,机电部,施工图意见调整,2.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,400.0,,,0.0,
09/02-09/08,,业务部Tina,施工进场资料准备，对接进场事宜，资料打印，横幅定做张贴,27.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,105.55555555555556,,,0.0,
09/09-09/15,3. 施工阶段,IT部,弱电材料核对，安排发货,3.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,100.0,,,0.0,
09/09-09/15,3. 施工阶段,采购部,材料下单,2.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,175.0,,,0.0,
09/09-09/15,3. 施工阶段,内审部,已完成劳务报价审核及谈判,2.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,100.0,,,0.0,
09/09-09/15,,业务部Tina,现场施工跟进协调,40.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,71.25,,,0.0,
09/16-09/22,3. 施工阶段,IT部,对接新需求；核算弱电增项弱电材料，安排厂家发货,2.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,150.0,,,0.0,
09/16-09/22,3. 施工阶段,采购部,"施工现场配合-材料对接,材料下单",5.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,70.0,,,0.0,
09/16-09/22,2. 设计阶段,机电部,现场反馈，暖通施工图纸调整,1.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,800.0,,,0.0,
09/16-09/22,3. 施工阶段,业务部Tina,现场施工,30.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,95.0,,,0.0,
09/23-09/29,3. 施工阶段,IT部,场地安防主材编制清单，与客户库房协调发货,2.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,150.0,,,0.0,
09/23-09/29,3. 施工阶段,业务部Tina,现场施工,15.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,190.0,,,0.0,
09/23-09/29,3. 施工阶段,预算部,施工图纸报价阶段,20.0,ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,57.49999999999999,,,0.0,
08/19-08/25,,采购部,结算阶段,1.0,ISS23166-XA09,西安高新区环普产业园A2幢7层鸿蒙业务场地改MAG华为消费者终端交付件ODC场地项目,100.0,,,,
08/19-08/25,,采购部,结算阶段,1.0,ISS24031-XA03,西安高新区环普产业园A2幢13层MAG华为BPIT绿区ODC场地新建项目,100.0,2003959.08,1890880.24,113078.84,
08/19-08/25,,采购部,材料下单,1.0,ISS24041-XA03,西安长安区沣东学研广场B座5层综合场地退租关联A座4层改造项目,100.0,635997.17,269926.24,366070.93,
08/19-08/25,,机电部,洽商图及竣工图整理,2.0,ISS24075-WH05,武汉东湖高新区未来科技城C2栋10层MAG场地门禁系统升级改造项目,100.0,48316.93,56530.77,-8213.84,
08/19-08/25,,预算部,项目已完工结算阶段（4h）,4.0,ISS24075-WH05,武汉东湖高新区未来科技城C2栋10层MAG场地门禁系统升级改造项目,100.0,48316.93,56530.77,-8213.84,
08/19-08/25,,机电部,洽商+竣工图纸,2.0,ISS24102-WH07,武汉东湖高新区未来科技城F3栋3层MAG硬工场地空调升级改造项目,100.0,15787.15,16364.72,-577.57,
09/09-09/15,4. 竣工阶段,预算部,项目已完工结算阶段 1、查看合同价并确定有无暂估项,2.0,ISS24102-WH07,武汉东湖高新区未来科技城F3栋3层MAG硬工场地空调升级改造项目,100.0,15787.15,16364.72,-577.57,
08/19-08/25,,机电部,交底会议,4.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,250.0,,,0.0,
08/19-08/25,,设计4部,平面方案,32.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,62.5,,,0.0,
08/26-09/01,,机电部,现场勘察,16.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,62.5,,,0.0,
08/26-09/01,,设计4部,扩初设计交底,8.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,250.0,,,0.0,
08/26-09/01,,预算部,项目前期平面图纸概算阶段（8h）-两版,8.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,100.0,,,0.0,
08/26-09/01,,预算部,项目前期平面图纸概算阶段（7h）,7.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,114.28571428571428,,,0.0,
08/26-09/01,,预算部,平面图纸概算阶段（2h),2.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,400.0,,,0.0,
09/02-09/08,2. 设计阶段,IT部,沟通需求，绘制图纸并发出。,6.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,100.0,,,0.0,
09/02-09/08,2. 设计阶段,机电部,水暖电施工图纸绘制,66.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,15.151515151515152,,,0.0,
09/02-09/08,2. 设计阶段,预算部,项目前期平面图纸概算阶段（8h),8.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,100.0,,,0.0,
09/23-09/29,3. 施工阶段,机电部,配合预算,1.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,1000.0,,,0.0,
09/23-09/29,2. 设计阶段,预算部,1、计算施工图纸工程量,16.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,50.0,,,0.0,
09/23-09/29,2. 设计阶段,预算部,1、计算施工图纸工程量（强电、弱电、通风空调、给排水）,20.0,ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,40.0,,,0.0,
08/19-08/25,,设计2部,,4.0,GS240086-HB03,燕京理工学院礼堂装修设计项目,150.0,,,,
08/19-08/25,,业务部Lina,提交初步资审文件,1.0,GS240086-HB03,燕京理工学院礼堂装修设计项目,100.0,,,,
08/26-09/01,,设计2部,概念方案,8.0,GS240086-HB03,燕京理工学院礼堂装修设计项目,75.0,,,,
08/26-09/01,,业务部Lina,提交初步资审文件，等待启动投标通知,0.5,GS240086-HB03,燕京理工学院礼堂装修设计项目,200.0,,,,
09/02-09/08,,业务部Lina,提交初步资审文件，等待启动投标通知,0.5,GS240086-HB03,燕京理工学院礼堂装修设计项目,200.0,,,,
09/09-09/15,2. 设计阶段,业务部Lina,新设计需求，设计报价及落标补偿,1.0,GS240086-HB03,燕京理工学院礼堂装修设计项目,100.0,,,,
09/09-09/15,1. 投标阶段,预算部,投标阶段1、投标文件制作,6.0,GS240086-HB03,燕京理工学院礼堂装修设计项目,100.0,,,,
09/16-09/22,1. 投标阶段,业务部Lina,新设计需求，设计报价及落标补偿,1.0,GS240086-HB03,燕京理工学院礼堂装修设计项目,100.0,,,,
09/23-09/29,1. 投标阶段,业务部Lina,新设计需求，节后踏勘，及提交方案,1.0,GS240086-HB03,燕京理工学院礼堂装修设计项目,100.0,,,,
08/19-08/25,,深化部,1、完成公司施工图图框的更新。,40.0,,流程标准化工作,108.75,,,,
08/26-09/01,,深化部,1、完成图框签名收集；2、完成节点、立面图纸表达标准更新；3、完成节点图基层动态块13个,78.0,,流程标准化工作,55.76923076923077,,,,
09/02-09/08,,深化部,节点基层动态快制作22个，平面图纸表示标准更新等,19.0,,流程标准化工作,228.9473684210526,,,,
09/09-09/15,,深化部,部门标准化建设,2.0,,流程标准化工作,2175.0,,,,
09/16-09/22,,深化部,部门标准化建设,48.0,,流程标准化工作,90.625,,,,
09/23-09/29,,深化部,部门工作标准化建设,47.0,,流程标准化工作,92.5531914893617,,,,
08/19-08/25,,业务部Tina,平面方案输出及调整,4.0,ISS24134-DG08,东莞松山湖光大We谷A2栋4层MAG华为BPIT绿区电箱电缆更换改造项目,75.0,12213.14,13207.64,-994.5,
08/19-08/25,,预算部,项目前期平面图纸概算阶段（2h）,2.0,ISS24134-DG08,东莞松山湖光大We谷A2栋4层MAG华为BPIT绿区电箱电缆更换改造项目,100.0,12213.14,13207.64,-994.5,
08/26-09/01,,业务部Tina,1、施工图纸输出,2.0,ISS24134-DG08,东莞松山湖光大We谷A2栋4层MAG华为BPIT绿区电箱电缆更换改造项目,150.0,12213.14,13207.64,-994.5,
09/02-09/08,2. 设计阶段,预算部,施工图纸报价阶段（4h),4.0,ISS24134-DG08,东莞松山湖光大We谷A2栋4层MAG华为BPIT绿区电箱电缆更换改造项目,50.0,12213.14,13207.64,-994.5,
09/16-09/22,4. 竣工阶段,预算部,项目已完工结算阶段,1.0,ISS24134-DG08,东莞松山湖光大We谷A2栋4层MAG华为BPIT绿区电箱电缆更换改造项目,200.0,12213.14,13207.64,-994.5,
08/19-08/25,,业务部Tina,输出 广州天河广电科技大厦4层MAG华为DC业务ODC黄场地退租项目 平面方案,6.0,,广州软通,100.0,,,,
09/02-09/08,2. 设计阶段,设计4部,平面方案,20.0,,广州软通,85.0,,,,
09/16-09/22,2. 设计阶段,设计4部,平面方案,14.0,,广州软通,121.42857142857142,,,,
08/19-08/25,,预算部,项目已完工结算阶段（4h）,4.0,ISS24062-LY05,洛阳洛龙中移在线新园区E字楼中楼5层502单元INT阿里云业务专属场地新建项目,75.0,,,,
09/02-09/08,4. 竣工阶段,预算部,项目已完工结算阶段（2h),2.0,ISS24062-LY05,洛阳洛龙中移在线新园区E字楼中楼5层502单元INT阿里云业务专属场地新建项目,150.0,,,,
08/19-08/25,,预算部,项目已完工结算阶段（2h),2.0,ISS24068-BJ05,北京海淀区软通总部大楼3层DOS滴滴业务场地网络改造项目,100.0,40775.21,44775.69,-4000.48,
09/02-09/08,4. 竣工阶段,预算部,项目已完工结算阶段（2h),2.0,ISS24068-BJ05,北京海淀区软通总部大楼3层DOS滴滴业务场地网络改造项目,100.0,40775.21,44775.69,-4000.48,
09/09-09/15,4. 竣工阶段,预算部,项目已完工结算阶段 1、查看合同价并确定有无暂估项,2.0,ISS24068-BJ05,北京海淀区软通总部大楼3层DOS滴滴业务场地网络改造项目,100.0,40775.21,44775.69,-4000.48,
08/19-08/25,,预算部,概算阶段（9h）,9.0,ISS24136-NJ08,南京雨花区怡化中心B栋4层MAG华为职能开放区改黄区TC项目,100.0,,,0.0,
08/26-09/01,,IT部,培训室监控室显示器有个不显示，远程支持处理,1.0,GS19132-BJ10,横琴人寿保险办公室设计施工项目,100.0,,,,
08/26-09/01,,IT部,会议室灯光不亮，远程排查解决，安排人员现场处理等。,1.0,GS230015-BJ03,IFC大厦28层观韬律师事务所会议室改造项目2023,100.0,,,,
08/26-09/01,,IT部,甲方庞工报修，门禁无限重启，远程排故及安排工人时间现场处理,1.0,GS230057-SD07,青岛歌尔国创三号楼2层3层5层精装修工程,100.0,,,,
08/26-09/01,,IT部,南京歌尔IT机房电力增容，沟通甲方及内部，安排9月2日现场踏勘。,3.0,GS240007-SD01,歌尔2024年青岛潍坊系列改造项目,83.33333333333334,,,,
09/02-09/08,1. 投标阶段,IT部,南京歌尔IT机房电力增容深化图纸，报价等,7.0,GS240007-SD01,歌尔2024年青岛潍坊系列改造项目,35.714285714285715,,,,
09/09-09/15,1. 投标阶段,IT部,南京机房电力增容接收投标文件，内部沟通报价策略,2.0,GS240007-SD01,歌尔2024年青岛潍坊系列改造项目,125.0,,,,
09/09-09/15,1. 投标阶段,预算部,配合商务及设计人员，进行设计概算的编制及调整,18.0,GS240007-SD01,歌尔2024年青岛潍坊系列改造项目,44.44444444444444,,,,
09/09-09/15,1. 投标阶段,预算部,南京歌尔机房电力改造，按照甲方发出招标文件，编制投标报价并报出,8.0,GS240007-SD01,歌尔2024年青岛潍坊系列改造项目,100.0,,,,
09/16-09/22,1. 投标阶段,IT部,和王国栋、杨丽刚沟通降价相关事项。,1.0,GS240007-SD01,歌尔2024年青岛潍坊系列改造项目,250.0,,,,
09/16-09/22,1. 投标阶段,预算部,1、南京歌尔机房电力改造，参加客户招标答疑会，调整投标报价并报出,6.0,GS240007-SD01,歌尔2024年青岛潍坊系列改造项目,133.33333333333331,,,,
08/26-09/01,,IT部,竣工图绘制并发出,1.0,ISS24057-NJ04,南京雨花区怡化大厦B座4层10单元MAG华为慧通商旅业务蓝区新建项目,100.0,476475.62,470878.98,5596.64,
08/26-09/01,,机电部,电气专业竣工图纸及其洽商图绘制,3.0,ISS24057-NJ04,南京雨花区怡化大厦B座4层10单元MAG华为慧通商旅业务蓝区新建项目,100.0,476475.62,470878.98,5596.64,
09/16-09/22,4. 竣工阶段,预算部,项目已完工结算阶段,2.0,ISS24057-NJ04,南京雨花区怡化大厦B座4层10单元MAG华为慧通商旅业务蓝区新建项目,75.0,476475.62,470878.98,5596.64,
09/23-09/29,4. 竣工阶段,预算部,1、检查审计审核的价格,1.0,ISS24057-NJ04,南京雨花区怡化大厦B座4层10单元MAG华为慧通商旅业务蓝区新建项目,150.0,476475.62,470878.98,5596.64,
08/26-09/01,,IT部,沟通需求，绘制图纸并发出。,7.0,ISS24141-SH08,上海浦东新区金闽园9号楼3层MAG开放区改黄区项目,71.42857142857143,,,0.0,
08/26-09/01,,预算部,平面图概算阶段（8h）,8.0,ISS24141-SH08,上海浦东新区金闽园9号楼3层MAG开放区改黄区项目,100.0,,,0.0,
09/02-09/08,2. 设计阶段,IT部,现场沟通需求，绘制图纸并发出。,3.0,ISS24141-SH08,上海浦东新区金闽园9号楼3层MAG开放区改黄区项目,166.66666666666669,,,0.0,
09/02-09/08,2. 设计阶段,机电部,电气施工图纸,8.0,ISS24141-SH08,上海浦东新区金闽园9号楼3层MAG开放区改黄区项目,68.75,,,0.0,
09/02-09/08,2. 设计阶段,设计4部,扩初设计交底,20.0,ISS24141-SH08,上海浦东新区金闽园9号楼3层MAG开放区改黄区项目,100.0,,,0.0,
09/09-09/15,3. 施工阶段,采购部,材料下单,3.0,ISS24141-SH08,上海浦东新区金闽园9号楼3层MAG开放区改黄区项目,100.0,,,0.0,
09/16-09/22,2. 设计阶段,机电部,水电施工图纸绘制,3.0,ISS24141-SH08,上海浦东新区金闽园9号楼3层MAG开放区改黄区项目,183.3333333333333,,,0.0,
08/26-09/01,,采购部,售后维修,1.0,ISS24251WX-BJ08,北京总部大楼B1员工服务大厅提供提升泵,100.0,,,,
08/26-09/01,,景观部,"最美教室植物效果图,二层植物整理",9.0,GS240001-BJ01,2024年金尚源改造项目金尚源植物养护工作,66.66666666666666,,,,
09/02-09/08,2. 设计阶段,景观部,Henri 教室植物效果图,2.0,GS240001-BJ01,2024年金尚源改造项目金尚源植物养护工作,300.0,,,,
09/09-09/15,3. 施工阶段,景观部,"植物采购,Henri植物营造,311租摆客户换蝴蝶兰",16.0,GS240001-BJ01,2024年金尚源改造项目金尚源植物养护工作,37.5,,,,
09/23-09/29,3. 施工阶段,景观部,最美教室露台布置,3.0,GS240001-BJ01,2024年金尚源改造项目金尚源植物养护工作,200.0,,,,
08/26-09/01,,设计2部,方案优化,10.0,GS240016-HB01,邢台经济开发区信息科技智慧应用产业园区项目餐厅精装修项目,100.0,,,,
09/02-09/08,3. 施工阶段,IT部,设计答疑,1.0,GS240016-HB01,邢台经济开发区信息科技智慧应用产业园区项目餐厅精装修项目,100.0,,,,
09/02-09/08,3. 施工阶段,机电部,现场负责人沟通排风百叶事宜,1.0,GS240016-HB01,邢台经济开发区信息科技智慧应用产业园区项目餐厅精装修项目,100.0,,,,
09/02-09/08,3. 施工阶段,设计2部,方案优化,10.0,GS240016-HB01,邢台经济开发区信息科技智慧应用产业园区项目餐厅精装修项目,100.0,,,,
08/26-09/01,,设计2部,"平面方案,概念方案",2.0,GS240088-SH04,挚诚真宠上海宠物用品有限公司设计项目,100.0,,,,
08/26-09/01,,业务部Lina,提交设计报价、施工估算,5.0,GS240088-SH04,挚诚真宠上海宠物用品有限公司设计项目,2.0,,,,
09/02-09/08,,业务部Lina,提交设计报价、施工估算，等待,0.1,GS240088-SH04,挚诚真宠上海宠物用品有限公司设计项目,100.0,,,,
09/09-09/15,2. 设计阶段,业务部Lina,提交设计报价、施工估算，等待,0.1,GS240088-SH04,挚诚真宠上海宠物用品有限公司设计项目,100.0,,,,
09/16-09/22,2. 设计阶段,业务部Lina,提交设计报价、施工估算，等待,0.1,GS240088-SH04,挚诚真宠上海宠物用品有限公司设计项目,100.0,,,,
09/23-09/29,2. 设计阶段,业务部Lina,提交设计报价、施工估算，等待,0.1,GS240088-SH04,挚诚真宠上海宠物用品有限公司设计项目,100.0,,,,
08/26-09/01,,设计2部,"概念方案,平面方案",15.0,GS240089-GD07,华南农业大学珠江学院从化校区行政楼设计项目,70.0,,,,
08/26-09/01,,业务部Lina,提交概念方案及平面,2.0,GS240089-GD07,华南农业大学珠江学院从化校区行政楼设计项目,50.0,,,,
09/02-09/08,1. 投标阶段,设计2部,"概念方案,平面方案",6.0,GS240089-GD07,华南农业大学珠江学院从化校区行政楼设计项目,175.0,,,,
09/02-09/08,,业务部Lina,提交概念方案及平面,2.0,GS240089-GD07,华南农业大学珠江学院从化校区行政楼设计项目,50.0,,,,
09/09-09/15,2. 设计阶段,业务部Lina,提交概念方案及平面，等待,1.0,GS240089-GD07,华南农业大学珠江学院从化校区行政楼设计项目,100.0,,,,
09/16-09/22,2. 设计阶段,业务部Lina,提交概念方案及平面，等待,1.0,GS240089-GD07,华南农业大学珠江学院从化校区行政楼设计项目,100.0,,,,
09/23-09/29,2. 设计阶段,业务部Lina,提交概念方案及平面，等待,1.0,GS240089-GD07,华南农业大学珠江学院从化校区行政楼设计项目,100.0,,,,
08/26-09/01,,设计3部,商务阶段,3.0,GS240087-NM01,内蒙古自治区科协办公室设计施工项目,200.0,,,,
09/02-09/08,1. 投标阶段,设计3部,"概念方案,内部沟通",6.0,GS240087-NM01,内蒙古自治区科协办公室设计施工项目,100.0,,,,
09/09-09/15,1. 投标阶段,设计3部,"平面方案,概念方案,甲方汇报会",15.0,GS240087-NM01,内蒙古自治区科协办公室设计施工项目,40.0,,,,
08/26-09/01,,预算部,维修报价(2h),2.0,CANAAN24004-BJ08,北京市海淀区北清路 81号院一区A1号楼21层下水管道增加伴热带,100.0,,,,
08/26-09/01,,预算部,维修报价（3h),3.0,CANAAN24005-BJ08,北京市海淀区北清路 81号院一区A1号楼20层实验室配电箱更换电缆,100.0,,,,
09/23-09/29,1. 投标阶段,业务部Lina,26号发招标文件，27号现场踏勘，29号答疑文件提交,2.0,CANAAN24005-BJ08,北京市海淀区北清路 81号院一区A1号楼20层实验室配电箱更换电缆,100.0,,,,
09/02-09/08,1. 投标阶段,IT部,学大教育和客户需求会，绘制图纸并发出,11.0,GS240092-BJ49,北京BJ学大教育金尚城溪2F设计施工项目,100.0,1878992.6,1506009.28,372983.32,进行中
09/02-09/08,1. 投标阶段,设计1部,"平面方案,商务阶段,施工概算",6.0,GS240092-BJ49,北京BJ学大教育金尚城溪2F设计施工项目,91.66666666666666,1878992.6,1506009.28,372983.32,进行中
09/02-09/08,2. 设计阶段,预算部,出设计概算（10小时）,10.0,GS240092-BJ49,北京BJ学大教育金尚城溪2F设计施工项目,80.0,1878992.6,1506009.28,372983.32,进行中
09/09-09/15,1. 投标阶段,设计1部,"商务阶段,扩初设计交底,投标阶段",5.0,GS240092-BJ49,北京BJ学大教育金尚城溪2F设计施工项目,110.0,1878992.6,1506009.28,372983.32,进行中
09/09-09/15,1. 投标阶段,预算部,项目投标阶段1、报价调整以及议价过程中优化方案报价调整,6.0,GS240092-BJ49,北京BJ学大教育金尚城溪2F设计施工项目,133.33333333333331,1878992.6,1506009.28,372983.32,进行中
09/02-09/08,1. 投标阶段,设计2部,"现场勘查,需求对接",24.0,GS240091-GD08,华南农业大学珠江学院从化校区体育馆设计项目,93.75,,,,
09/02-09/08,,业务部Lina,看现场，谈需求,16.0,GS240091-GD08,华南农业大学珠江学院从化校区体育馆设计项目,12.5,,,,
09/09-09/15,1. 投标阶段,设计2部,"概念方案,平面方案,效果方案",21.0,GS240091-GD08,华南农业大学珠江学院从化校区体育馆设计项目,107.14285714285714,,,,
09/09-09/15,2. 设计阶段,业务部Lina,概念+平面，,2.0,GS240091-GD08,华南农业大学珠江学院从化校区体育馆设计项目,100.0,,,,
09/16-09/22,1. 投标阶段,设计2部,"概念方案,平面方案",31.5,GS240091-GD08,华南农业大学珠江学院从化校区体育馆设计项目,71.42857142857143,,,,
09/16-09/22,2. 设计阶段,业务部Lina,概念+平面，,2.0,GS240091-GD08,华南农业大学珠江学院从化校区体育馆设计项目,100.0,,,,
09/23-09/29,1. 投标阶段,设计2部,"平面方案,概念方案",9.0,GS240091-GD08,华南农业大学珠江学院从化校区体育馆设计项目,250.0,,,,
09/23-09/29,2. 设计阶段,业务部Lina,概念+平面，,1.5,GS240091-GD08,华南农业大学珠江学院从化校区体育馆设计项目,133.33333333333331,,,,
09/02-09/08,2. 设计阶段,设计4部,扩初设计交底,40.0,ISS24150-CD09,成都郫都区万科菁蓉都会战略交付基地一期1层公区新建项目,60.0,,,0.0,
09/09-09/15,2. 设计阶段,IT部,与甲方沟通，更新弱电施工图,9.0,ISS24150-CD09,成都郫都区万科菁蓉都会战略交付基地一期1层公区新建项目,72.22222222222221,,,0.0,
09/16-09/22,2. 设计阶段,IT部,沟通需求，绘制图纸并发出。,4.0,ISS24150-CD09,成都郫都区万科菁蓉都会战略交付基地一期1层公区新建项目,162.5,,,0.0,
09/16-09/22,2. 设计阶段,设计4部,扩初设计交底,8.0,ISS24150-CD09,成都郫都区万科菁蓉都会战略交付基地一期1层公区新建项目,300.0,,,0.0,
09/02-09/08,2. 设计阶段,私宅部,"平面方案,效果方案",16.0,GS240090-BJ48,首开书院大家书房市集展位设计项目,100.0,,,,
09/09-09/15,2. 设计阶段,深化部,施工图绘制,35.0,GS240090-BJ48,首开书院大家书房市集展位设计项目,28.57142857142857,,,,
09/09-09/15,2. 设计阶段,私宅部,"扩初设计交底,方案沟通",18.0,GS240090-BJ48,首开书院大家书房市集展位设计项目,88.88888888888889,,,,
09/16-09/22,2. 设计阶段,机电部,电气专业施工图纸按照客户意见调整,1.0,GS240090-BJ48,首开书院大家书房市集展位设计项目,100.0,,,,
09/16-09/22,2. 设计阶段,深化部,根据甲方需求细化施工图纸,10.0,GS240090-BJ48,首开书院大家书房市集展位设计项目,100.0,,,,
09/16-09/22,2. 设计阶段,私宅部,"扩初设计交底,方案沟通",8.0,GS240090-BJ48,首开书院大家书房市集展位设计项目,200.0,,,,
09/23-09/29,3. 施工阶段,深化部,现场会议,3.0,GS240090-BJ48,首开书院大家书房市集展位设计项目,333.33333333333337,,,,
09/23-09/29,3. 施工阶段,私宅部,施工配合,16.0,GS240090-BJ48,首开书院大家书房市集展位设计项目,100.0,,,,
09/02-09/08,,业务部Tina,协调 输出施工图,8.0,ISS24143-WX09,无锡新吴国家软件园天鹅座C栋27层鸿蒙业务场地退租优化项目,75.0,,,0.0,
09/09-09/15,1. 投标阶段,预算部,平面图纸概算1、沟通报价需求2、计算工程量、3、出具概算报价,3.0,ISS24143-WX09,无锡新吴国家软件园天鹅座C栋27层鸿蒙业务场地退租优化项目,100.0,,,0.0,
09/16-09/22,2. 设计阶段,IT部,沟通需求，绘制图纸并发出。,4.0,ISS24143-WX09,无锡新吴国家软件园天鹅座C栋27层鸿蒙业务场地退租优化项目,100.0,,,0.0,
09/16-09/22,2. 设计阶段,业务部Tina,输出装饰施工图及汇总全专业施工图,6.0,ISS24143-WX09,无锡新吴国家软件园天鹅座C栋27层鸿蒙业务场地退租优化项目,100.0,,,0.0,
09/23-09/29,2. 设计阶段,业务部Tina,调整施工图,2.0,ISS24143-WX09,无锡新吴国家软件园天鹅座C栋27层鸿蒙业务场地退租优化项目,300.0,,,0.0,
09/02-09/08,,业务部Tina,协调输出第一版平面方案,6.0,ISS24145-GZ09,广州荔湾美银中心1111室TTR业务专属场地退租项目,100.0,,,0.0,
09/09-09/15,2. 设计阶段,业务部Tina,沟通并输出平面方案,6.0,ISS24145-GZ09,广州荔湾美银中心1111室TTR业务专属场地退租项目,100.0,,,0.0,
09/16-09/22,4. 竣工阶段,IT部,和现场沟通，绘制并发出弱电竣工图,3.0,ISS24145-GZ09,广州荔湾美银中心1111室TTR业务专属场地退租项目,100.0,,,0.0,
09/16-09/22,3. 施工阶段,机电部,给排水施工图纸绘制,6.0,ISS24145-GZ09,广州荔湾美银中心1111室TTR业务专属场地退租项目,100.0,,,0.0,
09/16-09/22,2. 设计阶段,业务部Tina,输出装饰施工图及汇总全专业施工图,6.0,ISS24145-GZ09,广州荔湾美银中心1111室TTR业务专属场地退租项目,100.0,,,0.0,
09/23-09/29,2. 设计阶段,业务部Tina,调整施工图,2.0,ISS24145-GZ09,广州荔湾美银中心1111室TTR业务专属场地退租项目,300.0,,,0.0,
09/23-09/29,3. 施工阶段,预算部,1、计算施工图纸工程量,8.0,ISS24145-GZ09,广州荔湾美银中心1111室TTR业务专属场地退租项目,100.0,,,0.0,
09/02-09/08,5. 售后阶段,预算部,维保协议过程沟通（0.5小时）,0.5,GS210075-SH07,上海SH中信资本太古汇F40层办公室设计施工项目,150.0,,,,
09/09-09/15,5. 售后阶段,预算部,项目已完工售后阶段1、两份维保协议拟定,1.0,GS210075-SH07,上海SH中信资本太古汇F40层办公室设计施工项目,75.0,,,,
09/02-09/08,3. 施工阶段,预算部,竣工结算项目（时间4小时） 1.空调风口规格超过0.3平米得工程量进行扣减 2.核对装饰图纸及暖通图纸进行扣减空调风口,4.0,GS210091-SD10,歌尔科技产业项目一期B栋精装工程二标段,100.0,,,,
09/02-09/08,5. 售后阶段,预算部,家具合同配合（3h）,3.0,GS230054-BJ07,菁英茶总部装饰装修工程活动家具采购项目,100.0,,,,
09/09-09/15,5. 售后阶段,IT部,整理菁英茶发回公司弱电材料。,1.0,GS230054-BJ07,菁英茶总部装饰装修工程活动家具采购项目,100.0,,,,
09/02-09/08,4. 竣工阶段,预算部,项目已完工结算阶段（2h）,2.0,ISS24046-SZ03,深圳龙岗金荣达6栋1层MAG华为专属场地前台综合升级改造项目,100.0,41306.64,1587307.79,-1546001.15,
09/02-09/08,4. 竣工阶段,预算部,项目已完工结算阶段（2h）,2.0,ISS24048-BJ03,北京海淀软通总部大楼1层ICP实验室改造项目,100.0,383746.04,18489.17,365256.87,
09/09-09/15,3. 施工阶段,内审部,合同内劳务结算审核已完成,4.0,ISS24048-BJ03,北京海淀软通总部大楼1层ICP实验室改造项目,100.0,383746.04,18489.17,365256.87,
